sample_id,true_label,is_oos,m1_prediction,m1_max_confidence,m1_entropy,m2_prediction,m2_max_confidence,m2_entropy,m2_variance,m2_conf_std,m2_entropy_std
15,60,False,60,0.9361590147018433,0.5264824628829956,60,0.8929986357688904,0.8259363174438477,3.204017775715329e-05,0.06608811138639378,0.39295364741500227
16,60,False,60,0.9729244112968445,0.23057493567466736,60,0.9388580918312073,0.4440230131149292,2.4604385544080287e-05,0.04619295066334466,0.16530852670881935
17,60,False,60,0.9871887564659119,0.13053050637245178,60,0.9755020141601562,0.23265418410301208,2.67703001100017e-07,0.006069894725857768,0.049346929573987654
18,60,False,60,0.982262134552002,0.17312178015708923,60,0.9631173014640808,0.33177363872528076,8.507739721608232e-07,0.01100589751528222,0.08575246880186797
19,60,False,60,0.985715925693512,0.14277559518814087,60,0.9749524593353271,0.23576532304286957,2.207186753366841e-07,0.005476158725862137,0.04488311558090443
20,60,False,60,0.9871233701705933,0.1310684233903885,60,0.9766599535942078,0.22219859063625336,2.36766680927758e-07,0.005623769160297999,0.046185609349402974
21,60,False,60,0.9754246473312378,0.23093265295028687,60,0.9509574174880981,0.42505162954330444,1.5729816595921875e-06,0.014735123857252171,0.10927419060363373
22,60,False,60,0.9826656579971313,0.1694573611021042,60,0.9512313604354858,0.4225206971168518,5.043234978074906e-06,0.026807219897118505,0.18454818253727798
23,60,False,60,0.9759111404418945,0.20834651589393616,60,0.9390141367912292,0.4441367983818054,9.587172826286405e-06,0.030009028795985295,0.1398063046371417
24,60,False,60,0.9842503070831299,0.15326330065727234,60,0.9599015116691589,0.3435547947883606,3.269012267992366e-06,0.019557263834084383,0.12033155636360275
25,60,False,60,0.9550173878669739,0.3326007127761841,60,0.9113304018974304,0.5726217031478882,4.727553823613562e-05,0.0631850637654236,0.19544576000700195
26,60,False,60,0.9425672292709351,0.4215134382247925,60,0.8764491081237793,0.7596144676208496,9.543096530251205e-05,0.07322066499370863,0.22411594246986394
27,60,False,60,0.9889145493507385,0.11471506953239441,60,0.9786887764930725,0.20635265111923218,2.3035869389786967e-07,0.00575153738120786,0.049327177539370354
28,60,False,60,0.9299513101577759,0.4921930134296417,60,0.8363735675811768,0.9344937801361084,0.00012570394028443843,0.09572643269101454,0.27876102940976677
29,60,False,60,0.9693266153335571,0.2817975580692291,60,0.9472519755363464,0.4557085931301117,3.5691568882612046e-06,0.022583674327117612,0.16400291515384696
30,132,False,132,0.9851948618888855,0.14799270033836365,132,0.9714271426200867,0.2671593129634857,4.786798513123358e-07,0.008301238575915589,0.06757438304240612
31,132,False,132,0.9501966834068298,0.4176875054836273,132,0.9218067526817322,0.6207496523857117,5.749953743361402e-06,0.02700042086385126,0.16858510067411508
32,132,False,132,0.9847533702850342,0.15183892846107483,132,0.9726715683937073,0.2564409077167511,2.997804244841973e-07,0.0065369509828277295,0.053864486484645493
33,132,False,132,0.9848207831382751,0.151188462972641,132,0.9750455021858215,0.2365778237581253,3.1223913765643374e-07,0.006698015632530486,0.055479066063511336
34,132,False,132,0.9872779846191406,0.12924349308013916,132,0.9774381518363953,0.21654129028320312,2.4180147306651634e-07,0.005900682055080903,0.04979967794926347
35,132,False,132,0.9727652668952942,0.25514814257621765,132,0.9415766596794128,0.5030598640441895,1.978885620701476e-06,0.016843392270298914,0.12619349302764776
36,132,False,132,0.9683321118354797,0.29010382294654846,132,0.9289613962173462,0.5919092893600464,2.967722821267671e-06,0.020480060817789983,0.14543353572766898
37,132,False,132,0.9829592704772949,0.16780975461006165,132,0.9655381441116333,0.31512776017189026,5.246342880127486e-07,0.008624650150411865,0.06811852632913129
38,132,False,132,0.9838222861289978,0.15991762280464172,132,0.9678421020507812,0.2953929603099823,1.0056423889182042e-06,0.011717365738724325,0.08585500398826916
39,132,False,132,0.9781396985054016,0.20768582820892334,132,0.951960027217865,0.41804903745651245,1.9800256723101484e-06,0.016738441279133164,0.1260342053546419
40,132,False,132,0.9891594052314758,0.11247441172599792,132,0.9814424514770508,0.1826486438512802,1.1137542799133371e-07,0.00401055959967986,0.03530249118587897
41,132,False,132,0.9888879656791687,0.11507704854011536,132,0.980174720287323,0.19390973448753357,2.0170317327483644e-07,0.005403172712121465,0.04670372210000645
42,132,False,132,0.989611029624939,0.10834795236587524,132,0.9814735054969788,0.18255369365215302,1.0972129871333891e-07,0.003980584695498541,0.035040794567107084
43,132,False,132,0.9840128421783447,0.15833067893981934,132,0.970821738243103,0.2717423439025879,6.219311785571335e-07,0.009460493472203336,0.07628590622959172
44,132,False,132,0.986788809299469,0.1338234394788742,132,0.9755179286003113,0.23296044766902924,2.7463855190035247e-07,0.006280650759580061,0.0524774660942901
45,132,False,132,0.9901624917984009,0.10294538736343384,132,0.9813206195831299,0.18345263600349426,2.1037095621068147e-07,0.005514957091605421,0.0478699515209128
46,132,False,132,0.9874618649482727,0.12792843580245972,132,0.9751481413841248,0.23655155301094055,3.2553128903600737e-07,0.006850377218401779,0.057154064569013806
47,132,False,132,0.9892695546150208,0.11121341586112976,132,0.9792994260787964,0.20095080137252808,2.0168945980003627e-07,0.0053926347492610095,0.046485839428219794
48,132,False,132,0.9884494543075562,0.11894424259662628,132,0.9760647416114807,0.22862857580184937,3.8337938690347073e-07,0.007408864794873649,0.06178701113422706
49,132,False,132,0.9896414875984192,0.10775064677000046,132,0.9803884029388428,0.19152015447616577,1.9039781307128578e-07,0.005244355462575271,0.04527010321391657
50,132,False,132,0.6632161140441895,1.8087215423583984,132,0.5174713134765625,2.414860248565674,0.00027727868291549385,0.15505906140289594,0.5294476800640164
51,132,False,132,0.616898775100708,2.1092641353607178,132,0.4791674315929413,2.690258741378784,0.00014622177695855498,0.12187633364809967,0.4020049554919957
52,132,False,132,0.9815047383308411,0.18024004995822906,132,0.9662236571311951,0.30921995639801025,5.098656856716843e-07,0.008519125166381009,0.06772560192124515
53,132,False,5,0.9409996271133423,0.500246524810791,5,0.8830623626708984,0.9114174842834473,4.20040414610412e-05,0.0778020658269124,0.4623457993817578
54,132,False,132,0.9802749752998352,0.19001281261444092,132,0.9621375799179077,0.3404625654220581,9.355832730761904e-07,0.011533786868089679,0.08913362778065217
55,132,False,132,0.9888095259666443,0.11582672595977783,132,0.9804758429527283,0.1912989765405655,1.4758063571207458e-07,0.004617218941717917,0.040122223363845626
56,132,False,132,0.9881801605224609,0.12147434055805206,132,0.9794431328773499,0.2000408172607422,2.6400786623526074e-07,0.006183469572241403,0.05336815421674784
57,132,False,132,0.9854137897491455,0.14639687538146973,132,0.9707392454147339,0.2734072804450989,6.022061143085011e-07,0.009333567582600732,0.07562652393558611
58,132,False,132,0.989188551902771,0.11211968958377838,132,0.9816052913665771,0.1811387985944748,1.598533714286532e-07,0.004809323987380342,0.04174581149072425
59,132,False,132,0.985071063041687,0.14895811676979065,132,0.9678102135658264,0.29640862345695496,5.342573103916948e-07,0.008735802254583477,0.0704123007580535
60,32,False,32,0.9911252856254578,0.09410935640335083,32,0.9830350875854492,0.1687541902065277,1.5371021788723738e-07,0.004704873772726089,0.04130703310415523
61,32,False,32,0.991094172000885,0.09439335763454437,32,0.9837251901626587,0.1627386510372162,8.145421759309102e-08,0.0034194943096707993,0.030598652648736315
62,32,False,32,0.9911973476409912,0.09340706467628479,32,0.9831982254981995,0.16742238402366638,1.1467066229897682e-07,0.004071945194051718,0.03618139268021967
63,32,False,32,0.9913020133972168,0.09242448210716248,32,0.9848835468292236,0.15221776068210602,4.314134827154703e-08,0.002486434485647489,0.022415899655807786
64,32,False,32,0.9909979104995728,0.09535428881645203,32,0.9827748537063599,0.171286940574646,9.620712404512233e-08,0.0037239068796765373,0.03313135119347286
65,32,False,95,0.43955332040786743,3.1038434505462646,95,0.36168384552001953,3.492647886276245,0.0002544555754866451,0.15449616472978583,0.5783334232764501
66,32,False,32,0.9893529415130615,0.11094753444194794,32,0.9733508825302124,0.2529769539833069,5.631626436297665e-07,0.00901840991994739,0.07404952808563299
67,32,False,32,0.9898645281791687,0.10613135993480682,32,0.9780503511428833,0.21280312538146973,1.6292769089432113e-07,0.004836694845286406,0.041456031329143855
68,32,False,32,0.9894830584526062,0.10975690931081772,32,0.9770085215568542,0.2219151109457016,1.5884037907198945e-07,0.004772248503717719,0.04086948222212196
69,32,False,32,0.9893873929977417,0.11046479642391205,32,0.9794989824295044,0.1997894048690796,1.6487958021116356e-07,0.00486693108173556,0.04208314864006984
70,32,False,32,0.9904128909111023,0.10103501379489899,32,0.9799417853355408,0.19655978679656982,1.3268792997678247e-07,0.004371377168153205,0.03825978304726702
71,32,False,32,0.9904751181602478,0.1003003716468811,32,0.9779560565948486,0.21327511966228485,2.3195418918930955e-07,0.005774692297173268,0.04928008333034853
72,32,False,32,0.990515947341919,0.10002945363521576,32,0.9829288125038147,0.17015966773033142,9.526702626772021e-08,0.0037119477537008697,0.03321138969651506
73,32,False,32,0.9911097288131714,0.09437234699726105,32,0.9826542735099792,0.1725599467754364,1.0101219771740944e-07,0.0038198386013692915,0.03389068284505634
74,32,False,32,0.9900068044662476,0.10479430854320526,32,0.9812511801719666,0.18491807579994202,1.3213440297477064e-07,0.004369131688348834,0.038437338356208696
75,32,False,32,0.9892756938934326,0.11160178482532501,32,0.9795318245887756,0.19988223910331726,1.9995053435195587e-07,0.005372450222061165,0.046343881369408854
76,32,False,32,0.9899925589561462,0.10490088909864426,32,0.9770362377166748,0.22164589166641235,2.856251342109317e-07,0.006423155397619095,0.05489266611108447
77,32,False,32,0.9895652532577515,0.10898546874523163,32,0.9775028824806213,0.21724741160869598,2.1788018500501494e-07,0.005536799995048133,0.04640979044709099
78,32,False,32,0.9910047054290771,0.09527882933616638,32,0.983274519443512,0.16689342260360718,9.989710036961696e-08,0.0037978972950542824,0.03386489279156498
79,32,False,32,0.9908841252326965,0.09636634588241577,32,0.9847038984298706,0.15378397703170776,6.693692711223775e-08,0.0031043160938148615,0.02773075408650459
80,32,False,32,0.9888206720352173,0.11556286364793777,32,0.9749752879142761,0.23885667324066162,3.188498283179797e-07,0.00678024447238141,0.05719770906792938
81,32,False,32,0.9883091449737549,0.12066611647605896,32,0.973396897315979,0.25278034806251526,4.971636258233048e-07,0.008481352721235931,0.07108683152953357
82,32,False,32,0.9898414015769958,0.10597272217273712,32,0.9814053177833557,0.18239247798919678,1.37244640541212e-07,0.00443363755324358,0.0386302514476468
83,32,False,32,0.9898067116737366,0.10676208138465881,32,0.9829265475273132,0.170131117105484,1.047586124514055e-07,0.0038937898684308623,0.03466001647894246
84,32,False,32,0.9904424548149109,0.10051732510328293,32,0.9825451970100403,0.17324131727218628,1.0289515017802842e-07,0.003851767267244809,0.03402280511087965
85,32,False,32,0.9894253015518188,0.1101057380437851,32,0.9727827310562134,0.25700879096984863,8.305270284836297e-07,0.010946726878581345,0.08716964075311283
86,32,False,32,0.9908815622329712,0.0963979959487915,32,0.9836169481277466,0.1636202335357666,1.1426266866010337e-07,0.004066028242577696,0.0361314239262111
87,32,False,32,0.9910290241241455,0.0950225293636322,32,0.9846394062042236,0.1544991135597229,1.0969610997335622e-07,0.003987740940607004,0.03584672511674942
88,32,False,32,0.9538410902023315,0.40027350187301636,32,0.9081857204437256,0.7251565456390381,1.1602593986026477e-05,0.0399769072091826,0.256900210963161
89,32,False,32,0.991192638874054,0.09340743720531464,32,0.9838603734970093,0.16135810315608978,1.0982375897583552e-07,0.003982367425691993,0.035501313109425926
90,138,False,138,0.949975848197937,0.43661820888519287,138,0.9211336970329285,0.6531010866165161,9.95241407508729e-06,0.03786184979546586,0.2587996131949243
91,138,False,138,0.9546065330505371,0.3897661864757538,138,0.866552472114563,0.9925606846809387,5.818540375912562e-05,0.08979013620672578,0.5256933748479377
92,138,False,138,0.9774259924888611,0.2035076916217804,138,0.9612450003623962,0.3244190812110901,2.6283507850166643e-06,0.01679263843955084,0.09956029275362613
93,138,False,138,0.971141517162323,0.25986894965171814,138,0.909481942653656,0.6944212317466736,6.548198871314526e-05,0.09352902003091192,0.4864087864575871
94,138,False,138,0.9836646914482117,0.16143792867660522,138,0.9727360606193542,0.2553078532218933,3.859187529542396e-07,0.007453249716156073,0.061580626258920024
95,138,False,138,0.9818260669708252,0.17799055576324463,138,0.9679381251335144,0.2957301139831543,5.509742777576321e-07,0.008905667724195746,0.07156634192131178
96,138,False,138,0.8759682178497314,0.9325424432754517,138,0.720504879951477,1.8522953987121582,9.628591942600906e-05,0.11444135096489469,0.6046140337715181
97,138,False,138,0.9818836450576782,0.17668960988521576,138,0.9646956920623779,0.3210698366165161,9.374009550811024e-07,0.011609681519337459,0.09245941400223343
98,138,False,138,0.9854381084442139,0.14545771479606628,138,0.9748358130455017,0.2375936508178711,2.916775656558457e-07,0.006469501620292005,0.054152540818377184
99,138,False,138,0.9739663004875183,0.23982761800289154,138,0.9587376117706299,0.3617800176143646,3.1665185815654695e-06,0.021053528535780755,0.1467242321388026
100,138,False,138,0.9853535294532776,0.14571380615234375,138,0.9747847318649292,0.23697566986083984,2.3780643232385046e-07,0.005813278250889327,0.04805436904085068
101,138,False,138,0.9675964117050171,0.28621143102645874,138,0.9259962439537048,0.5869722962379456,3.2070340239442885e-05,0.06520716603369034,0.3703415095363717
102,138,False,138,0.9822865128517151,0.17357972264289856,138,0.9684416055679321,0.2910396456718445,4.6645371298836835e-07,0.00817401115195999,0.06643348338764002
103,138,False,138,0.9840883016586304,0.15786397457122803,138,0.9726994037628174,0.2559870481491089,4.321505571169837e-07,0.007891858942228845,0.06495511336688338
104,138,False,138,0.9839738011360168,0.15872454643249512,138,0.973412811756134,0.25011372566223145,2.624171600018599e-07,0.006150518711184009,0.051432712342657914
105,138,False,138,0.9822852611541748,0.17132623493671417,138,0.9655545353889465,0.3100576102733612,1.4886259123159107e-06,0.014490225683506632,0.1049484376701276
106,138,False,138,0.9445046782493591,0.434357613325119,138,0.9139503240585327,0.6399738192558289,1.0980544175254181e-05,0.03568690440616237,0.1989579110301047
107,138,False,138,0.9526053071022034,0.391732782125473,138,0.9154355525970459,0.6467090845108032,1.397809865011368e-05,0.04220501841385036,0.24343482286546167
108,138,False,138,0.9800787568092346,0.19082194566726685,138,0.9613429307937622,0.3443867564201355,1.1394688499422045e-06,0.012645072531409231,0.09649049958720435
109,138,False,138,0.979907751083374,0.18774503469467163,138,0.9627766013145447,0.32334083318710327,7.874523930695432e-07,0.01008433293900888,0.07215118149837126
110,138,False,138,0.9763880968093872,0.21632955968379974,138,0.9422975182533264,0.47561219334602356,1.713247002044227e-05,0.04803502490542423,0.2953078433033312
111,138,False,138,0.9514333605766296,0.4181841015815735,138,0.9015978574752808,0.7733097076416016,1.7946007574209943e-05,0.050436362369892525,0.3282481341935016
112,138,False,138,0.21340864896774292,3.8791046142578125,138,0.1290823072195053,4.18074893951416,0.00012100490857847035,0.08642278640902003,0.3160389433548936
113,138,False,138,0.9641386866569519,0.3100258409976959,138,0.9269636273384094,0.5782393217086792,7.162153906392632e-06,0.03034291893380446,0.19590257313093015
114,138,False,128,0.17745526134967804,3.9007129669189453,138,0.18018579483032227,3.996267318725586,0.00022029619140084833,0.13702890589015224,0.5529401106574137
115,138,False,138,0.9525134563446045,0.351052463054657,138,0.8928231596946716,0.6631261110305786,5.522075662156567e-05,0.07010049493149764,0.23998685592841235
116,138,False,138,0.9830804467201233,0.1659785509109497,138,0.9693558812141418,0.28257879614830017,2.1975458253109537e-07,0.005574528904297904,0.045671024735754254
117,138,False,138,0.9801227450370789,0.1914140284061432,138,0.961858332157135,0.3429678976535797,1.0270322263750131e-06,0.012106294374734941,0.09483483924662521
118,138,False,138,0.98073410987854,0.18700969219207764,138,0.963327169418335,0.3327881693840027,6.819726650064695e-07,0.009904909960373784,0.0790834676741455
119,138,False,138,0.9863685965538025,0.13718903064727783,138,0.9765055775642395,0.22378738224506378,1.4234683476388454e-07,0.0044988603379863355,0.03834641160663977
120,22,False,22,0.9885758757591248,0.11785228550434113,22,0.9803948998451233,0.19127538800239563,1.8186905492711958e-07,0.0050651348712059474,0.04343830346148939
121,22,False,22,0.9838395714759827,0.16110295057296753,22,0.9747264385223389,0.24080470204353333,1.996063758724631e-07,0.005367928926638157,0.04542061389084789
122,22,False,22,0.9889217615127563,0.11473071575164795,22,0.9807923436164856,0.18829184770584106,1.999918737283224e-07,0.005365533229407853,0.04602121647223807
123,22,False,22,0.9882997274398804,0.11992304027080536,22,0.9767917990684509,0.22021037340164185,4.724202256056742e-07,0.007885550979970415,0.06299494329009213
124,22,False,22,0.9890706539154053,0.11338260769844055,22,0.9806836247444153,0.18943452835083008,1.107678500034126e-07,0.003988758799246755,0.03506940151469521
125,22,False,22,0.9898409247398376,0.10582944750785828,22,0.9819696545600891,0.1771317720413208,1.5001437247974536e-07,0.004633024556100903,0.04017517822712249
126,22,False,22,0.988743782043457,0.11647221446037292,22,0.9809905886650085,0.1867690086364746,1.1763925300556366e-07,0.0041176702912723495,0.03628904890303957
127,22,False,22,0.9883489608764648,0.12016342580318451,22,0.9814282059669495,0.18273209035396576,6.542006758536445e-08,0.0030561049565972554,0.026956450866096243
128,22,False,22,0.9887807369232178,0.11591075360774994,22,0.98212069272995,0.17629477381706238,9.931075339864037e-08,0.0037747104604607187,0.03303956945476669
129,22,False,22,0.9851714968681335,0.14931732416152954,22,0.9756526947021484,0.23323389887809753,2.10308456871644e-07,0.005512893216464775,0.04674777171643037
130,22,False,22,0.9845526218414307,0.15486004948616028,22,0.9746982455253601,0.2412363588809967,1.9691775321462046e-07,0.005330812098146393,0.04488438035518858
131,22,False,22,0.9826306700706482,0.17170631885528564,22,0.972417950630188,0.2600976228713989,2.729350967456412e-07,0.006276655045964536,0.05263432658115214
132,22,False,22,0.9837433695793152,0.16210713982582092,22,0.9735172986984253,0.25124087929725647,3.4195142006865353e-07,0.0070339131146489155,0.05860376913253991
133,22,False,22,0.8761106729507446,0.8979458808898926,22,0.8118349313735962,1.286474585533142,2.85821170109557e-05,0.060802092764335965,0.32673791744929614
134,22,False,22,0.981891930103302,0.17691273987293243,22,0.9711199998855591,0.2687869668006897,2.8542837071654503e-07,0.0064039524828259,0.053108460155179275
135,22,False,22,0.9889168739318848,0.11479829996824265,22,0.9816274642944336,0.1807871162891388,9.5488609019867e-08,0.0036975431585732008,0.03232891440161165
136,22,False,22,0.988800048828125,0.11580771952867508,22,0.981300950050354,0.18380294740200043,1.3697760437025863e-07,0.00444822891306083,0.039081187435604174
137,22,False,22,0.9888325929641724,0.1155330166220665,22,0.9818196892738342,0.1791076809167862,8.434243170540867e-08,0.0034705494313090157,0.030454461172205564
138,22,False,22,0.9880736470222473,0.12250740826129913,22,0.9787836074829102,0.20540723204612732,1.542839243029448e-07,0.004686748401068188,0.04017363492632065
139,22,False,22,0.9885475635528564,0.11802364140748978,22,0.9807378649711609,0.18825963139533997,8.748954627435523e-08,0.0035373976168622777,0.030818100987833493
140,22,False,22,0.9873306751251221,0.12927426397800446,22,0.979082465171814,0.20239853858947754,1.0081512868964637e-07,0.00376013628902296,0.032544599246043686
141,22,False,22,0.9861319065093994,0.1395597606897354,22,0.9729884266853333,0.25206029415130615,2.5795409897000354e-07,0.005807306154496311,0.04540033822150604
142,22,False,22,0.9864713549613953,0.1362251341342926,22,0.9745458960533142,0.2382606863975525,2.5076744236685045e-07,0.005795279671614001,0.04629510435735507
143,22,False,22,0.6466841697692871,2.13264799118042,22,0.5247536301612854,2.6934587955474854,6.1201470089145e-05,0.08500506273713214,0.34968412565353446
144,22,False,22,0.9791706800460815,0.194482684135437,22,0.9621394276618958,0.32953453063964844,8.25344955046603e-07,0.01049111424539962,0.07764117645718059
145,22,False,22,0.9846412539482117,0.15362891554832458,22,0.9754364490509033,0.23448853194713593,2.4102578777274175e-07,0.005900562752945744,0.050101590402347795
146,22,False,22,0.9863616228103638,0.13825492560863495,22,0.9766781330108643,0.223923921585083,2.0866481520442903e-07,0.005487079980601774,0.04679536219260528
147,22,False,22,0.9733432531356812,0.2495434731245041,22,0.9456512928009033,0.4699174165725708,2.6864413484872784e-06,0.019626516107281704,0.14297847129902078
148,22,False,106,0.2698763310909271,3.3204214572906494,106,0.22184279561042786,3.5635766983032227,0.00013925158418715,0.07877793305146434,0.2507259535919592
149,22,False,22,0.9632118344306946,0.32503825426101685,22,0.9273902773857117,0.5905699729919434,7.967569217726123e-06,0.033039501454543506,0.21609106195762257
150,63,False,63,0.9868581295013428,0.13336896896362305,63,0.9738627672195435,0.24751456081867218,3.610741714510368e-07,0.007220317171446508,0.060354598920453334
151,63,False,63,0.98633873462677,0.1370491087436676,63,0.9712257981300354,0.267215758562088,5.373522071749903e-07,0.008754096073540224,0.07084472606727972
152,63,False,63,0.9896535277366638,0.10696853697299957,63,0.9809366464614868,0.18521332740783691,1.3775961349438148e-07,0.004430222182322078,0.03814126722818817
153,63,False,63,0.99041348695755,0.10031148791313171,63,0.9812390208244324,0.1837749034166336,1.5572693712329055e-07,0.004734497938491277,0.04104819415557386
154,63,False,63,0.9891212582588196,0.11181896924972534,63,0.9798901081085205,0.1944401115179062,1.612423119468076e-07,0.004791110159194388,0.041069682155332174
155,63,False,63,0.9879528880119324,0.1221383735537529,63,0.9714152216911316,0.2628561854362488,6.741168476764869e-07,0.009521776257042392,0.07195757687252634
156,63,False,63,0.9894752502441406,0.10923433303833008,63,0.9801705479621887,0.19349227845668793,1.4762784417143848e-07,0.004614589519645619,0.0400152123187329
157,63,False,63,0.9902500510215759,0.10125192254781723,63,0.9812678098678589,0.18122461438179016,1.4857945984658727e-07,0.0045052441765499425,0.037846811216607615
158,63,False,63,0.9891814589500427,0.11133617162704468,63,0.9796339869499207,0.1963464766740799,1.2041358843362104e-07,0.004091361085557984,0.034947103952517045
159,63,False,63,0.8588330745697021,0.7473484873771667,63,0.6891750693321228,1.448184609413147,0.00033114152029156685,0.13890614563438486,0.4081804593976667
160,63,False,63,0.9878629446029663,0.12422314286231995,63,0.9759560823440552,0.22986525297164917,3.329111279981589e-07,0.006938586056752399,0.058474099629808075
161,63,False,63,0.9888458847999573,0.11506953835487366,63,0.9786770343780518,0.20597994327545166,1.954671660087115e-07,0.005268359095613035,0.04464927957239416
162,63,False,63,0.9895187020301819,0.10838848352432251,63,0.9791107177734375,0.20123881101608276,1.9102674286841648e-07,0.005195681396987195,0.04344164546363713
163,63,False,63,0.9888147711753845,0.11537967622280121,63,0.9799615144729614,0.1949579119682312,1.5407815112666867e-07,0.004707364180333137,0.041038957753841754
164,63,False,63,0.44233766198158264,3.3112995624542236,63,0.3308480679988861,3.7981514930725098,9.256562043447047e-05,0.11126855031206286,0.432755505331622
165,63,False,63,0.9899499416351318,0.10471032559871674,63,0.9809127449989319,0.18658506870269775,1.1476825534373347e-07,0.004050710801684252,0.03528749045928646
166,63,False,63,0.9902268648147583,0.10211268067359924,63,0.9809262752532959,0.18644899129867554,1.6495492616286356e-07,0.004862922923321048,0.04223718471497598
167,63,False,63,0.9887280464172363,0.11561312526464462,63,0.9743238687515259,0.24120117723941803,2.7866408913723717e-07,0.006197908898572844,0.050516932972646596
168,63,False,63,0.989992082118988,0.1040705069899559,63,0.9781174063682556,0.21000221371650696,2.523343880511675e-07,0.005981141721356844,0.05035640574873149
169,63,False,63,0.9886963367462158,0.11591002345085144,63,0.9791686534881592,0.20104479789733887,2.3932912540658435e-07,0.005852483826687122,0.0493705778516145
170,63,False,63,0.3875729739665985,3.552992343902588,63,0.2609023451805115,4.095600128173828,0.0001115447812480852,0.1232032103683869,0.4449964621065933
171,63,False,63,0.19757947325706482,4.220882415771484,63,0.13863517343997955,4.438414573669434,5.146998955751769e-05,0.0697236833955441,0.2062105918842728
172,63,False,90,0.2373696118593216,4.100493431091309,90,0.12748907506465912,4.487513065338135,3.3632877602940425e-05,0.056828153744718335,0.1665431350265326
173,63,False,63,0.9886631369590759,0.11675581336021423,63,0.9803999662399292,0.19135171175003052,2.4064831904979656e-07,0.005905426221664445,0.05109634924717058
174,63,False,63,0.9899446964263916,0.1044217050075531,63,0.9819355607032776,0.17716526985168457,1.2396866111430427e-07,0.004216781754050923,0.03674327701121586
175,63,False,63,0.9891504645347595,0.11114804446697235,63,0.9766056537628174,0.21963873505592346,2.3529295845037268e-07,0.005517805642025759,0.042761553106210645
176,63,False,63,0.990805447101593,0.09642922878265381,63,0.983442485332489,0.16367954015731812,8.522085437334681e-08,0.00349154790689961,0.03080036314460496
177,63,False,63,0.9891295433044434,0.1124509871006012,63,0.9807854890823364,0.18795865774154663,1.4533560488416697e-07,0.004578794762202019,0.03982589674411976
178,63,False,63,0.9895903468132019,0.10716128349304199,63,0.9767994284629822,0.21914859116077423,5.775457907475356e-07,0.008849407805075203,0.06968242058879276
179,63,False,25,0.3084697425365448,3.3007798194885254,25,0.26678788661956787,3.6526920795440674,0.00015949404041748494,0.10788130440377199,0.46179712856828986
180,80,False,80,0.9902245402336121,0.1012522429227829,80,0.9811815619468689,0.18183593451976776,1.621858984890423e-07,0.0046990613739120255,0.039451313640475334
181,80,False,80,0.9910451769828796,0.09382219612598419,80,0.9816102981567383,0.17917084693908691,1.3895285633225285e-07,0.004375763197513779,0.037308640709156946
182,80,False,80,0.9911139607429504,0.09308862686157227,80,0.980599582195282,0.18726444244384766,1.7259092999211134e-07,0.004834537845787034,0.0409195317389843
183,80,False,80,0.9900479316711426,0.10271111130714417,80,0.9770146012306213,0.21443375945091248,1.5413247638207395e-06,0.012483084338628153,0.07269726008489824
